id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
1115,rural,1,0.92,60,daylight,foggy,False,False,afternoon,True,False,2,0.6
1116,highway,1,0.09,60,night,clear,False,True,morning,True,False,2,0.38
1117,urban,4,0.61,25,dim,clear,True,True,evening,True,False,1,0.23
1118,urban,3,0.79,60,dim,clear,True,False,afternoon,True,False,0,0.4
1119,urban,3,0.56,60,daylight,foggy,False,True,afternoon,True,False,1,0.56
1120,urban,2,0.04,35,daylight,clear,False,True,evening,False,False,1,0.06
1121,highway,2,0.27,45,night,clear,False,True,evening,False,False,1,0.33
1122,rural,3,0.55,35,dim,clear,False,True,afternoon,False,False,0,0.0
1123,rural,1,0.12,35,night,foggy,False,False,afternoon,False,False,1,0.2
1124,rural,2,0.63,70,night,foggy,True,False,afternoon,True,True,0,0.69
1125,highway,4,0.19,60,daylight,foggy,False,True,evening,False,False,1,0.35
1126,urban,4,0.52,60,night,rainy,False,True,afternoon,False,True,0,0.65
1127,highway,2,0.62,60,night,rainy,False,True,evening,False,True,2,0.73
1128,highway,4,0.14,35,night,rainy,False,True,afternoon,True,True,0,0.2
1129,urban,2,0.91,25,daylight,clear,True,True,evening,True,False,1,0.31
1130,highway,1,0.16,70,dim,foggy,False,True,evening,True,True,0,0.28
1131,urban,2,0.27,45,night,foggy,True,True,morning,True,False,2,0.26
1132,urban,4,0.62,70,dim,foggy,False,True,morning,True,False,1,0.59
1133,highway,2,0.56,45,night,foggy,True,False,morning,True,True,1,0.46
1134,rural,3,0.49,45,dim,rainy,False,False,evening,False,True,1,0.34
1135,rural,4,0.32,60,daylight,rainy,False,False,morning,True,False,1,0.39
1136,rural,1,0.55,35,daylight,rainy,True,False,evening,True,True,0,0.3
1137,highway,4,0.35,45,daylight,rainy,False,True,evening,False,True,1,0.23
1138,highway,3,0.28,35,dim,rainy,False,True,morning,False,False,1,0.23
1139,rural,3,0.42,35,daylight,foggy,True,False,morning,False,True,2,0.18
1140,urban,3,0.12,60,night,clear,False,False,afternoon,True,False,2,0.2
1141,highway,1,0.01,35,daylight,clear,False,True,evening,False,False,2,0.02
1142,urban,4,0.39,25,dim,clear,False,False,evening,False,False,1,0.19
1143,highway,2,0.81,45,daylight,rainy,False,True,afternoon,False,False,1,0.38
1144,rural,2,0.43,35,night,clear,False,False,morning,True,True,0,0.32
1145,highway,3,0.73,25,daylight,clear,True,True,morning,True,False,1,0.16
1146,urban,2,0.31,35,night,rainy,False,True,evening,False,True,2,0.35
1147,urban,1,0.76,60,night,rainy,True,True,evening,False,True,1,0.82
1148,highway,4,0.96,25,daylight,clear,False,True,afternoon,False,True,0,0.27
1149,highway,4,0.4,25,daylight,foggy,True,False,evening,True,False,1,0.24
1150,rural,3,0.16,60,daylight,clear,True,True,morning,True,False,0,0.21
1151,highway,2,0.86,35,dim,foggy,True,False,afternoon,True,True,2,0.44
1152,highway,1,0.68,60,dim,rainy,False,True,evening,False,False,2,0.46
1153,urban,3,0.64,60,dim,clear,False,True,afternoon,True,True,0,0.51
1154,rural,4,0.29,45,night,rainy,True,False,evening,False,True,0,0.39
1155,rural,2,0.14,45,night,foggy,False,True,evening,True,False,2,0.3
1156,rural,3,0.67,45,daylight,rainy,True,True,evening,True,False,2,0.34
1157,urban,2,0.9,35,night,clear,False,False,afternoon,True,True,3,0.6
1158,highway,2,0.48,60,dim,rainy,True,True,afternoon,True,True,0,0.47
1159,urban,3,0.73,70,dim,clear,False,True,afternoon,False,True,2,0.48
1160,urban,3,0.15,35,night,rainy,False,True,afternoon,True,True,1,0.35
1161,rural,2,0.39,35,night,rainy,False,False,morning,True,False,0,0.39
1162,urban,3,0.61,60,daylight,foggy,True,False,afternoon,False,False,1,0.52
1163,highway,4,0.63,35,dim,clear,False,False,afternoon,False,True,1,0.23
1164,highway,1,0.28,60,daylight,foggy,True,True,evening,False,True,0,0.37
1165,urban,2,0.26,25,daylight,foggy,True,True,morning,True,True,2,0.19
1166,rural,2,0.55,35,dim,foggy,False,True,evening,False,True,0,0.2
1167,highway,1,0.85,45,dim,clear,False,True,morning,True,True,3,0.36
1168,highway,1,0.74,45,night,clear,False,False,morning,False,True,0,0.33
1169,rural,4,0.36,60,daylight,clear,True,True,evening,False,True,2,0.39
1170,rural,3,1.0,70,daylight,rainy,True,True,afternoon,True,False,1,0.53
1171,rural,4,0.0,70,dim,clear,True,True,morning,True,False,0,0.14
1172,highway,3,0.47,25,daylight,rainy,False,False,afternoon,False,True,2,0.19
1173,rural,1,0.07,60,daylight,rainy,False,False,afternoon,True,False,0,0.29
1174,highway,3,0.57,45,dim,clear,False,True,afternoon,False,False,1,0.23
1175,highway,4,0.62,60,dim,clear,False,True,evening,True,False,2,0.33
1176,rural,3,0.16,35,dim,clear,False,True,morning,False,False,0,0.09
1177,highway,4,0.37,45,night,clear,True,True,morning,True,False,1,0.36
1178,rural,4,0.78,35,night,clear,False,False,afternoon,False,False,1,0.46
1179,rural,3,0.69,35,night,clear,False,True,afternoon,False,False,3,0.49
1180,urban,3,0.86,70,daylight,clear,False,True,evening,True,False,2,0.57
1181,rural,4,0.82,25,dim,clear,False,True,afternoon,False,True,0,0.0
1182,highway,2,0.62,70,night,rainy,False,False,evening,True,True,5,0.79
1183,urban,4,0.52,45,night,foggy,False,False,evening,False,False,1,0.43
1184,rural,4,0.62,70,night,foggy,True,True,morning,False,True,1,0.7
1185,urban,4,0.24,35,dim,foggy,True,False,evening,False,False,1,0.13
1186,urban,4,0.67,70,daylight,clear,False,True,morning,True,False,1,0.41
1187,highway,4,0.86,25,dim,foggy,True,False,afternoon,True,False,1,0.42
1188,highway,3,0.55,45,dim,foggy,False,True,evening,True,True,1,0.27
1189,rural,1,0.02,70,daylight,foggy,True,True,morning,False,True,2,0.19
1190,urban,4,0.3,25,dim,rainy,False,False,afternoon,False,False,0,0.24
1191,rural,3,0.44,45,daylight,clear,True,True,evening,True,False,2,0.14
1192,rural,3,0.61,45,night,rainy,False,False,evening,False,True,3,0.62
1193,highway,4,0.37,60,dim,foggy,False,False,morning,False,True,1,0.48
1194,highway,4,0.14,35,dim,foggy,False,True,evening,True,True,1,0.12
1195,highway,3,0.96,45,daylight,clear,True,True,afternoon,False,False,0,0.3
1196,highway,1,0.6,45,night,rainy,True,False,morning,True,False,1,0.47
1197,urban,2,0.57,70,daylight,foggy,False,True,afternoon,True,True,2,0.36
1198,rural,2,0.89,25,night,rainy,True,False,afternoon,False,False,3,0.61
1199,urban,2,0.86,70,dim,clear,True,True,evening,True,False,2,0.45
1200,highway,2,0.86,35,dim,clear,True,False,evening,True,True,0,0.25
1201,urban,1,0.11,25,night,rainy,True,False,afternoon,False,False,1,0.37
1202,highway,2,0.36,70,dim,clear,False,False,evening,False,False,2,0.29
1203,rural,3,0.48,25,dim,clear,True,False,afternoon,False,False,0,0.13
1204,highway,3,0.48,45,dim,clear,True,False,afternoon,True,False,1,0.12
1205,rural,3,0.0,25,night,rainy,False,True,afternoon,True,False,1,0.26
1206,highway,3,0.26,60,daylight,clear,True,False,afternoon,True,True,1,0.25
1207,rural,4,0.43,45,night,foggy,False,True,evening,True,False,2,0.43
1208,urban,3,0.8,35,night,clear,True,True,afternoon,False,True,2,0.53
1209,rural,2,0.13,25,night,clear,False,False,evening,False,True,1,0.32
1210,urban,3,0.55,45,night,rainy,True,False,afternoon,True,False,2,0.45
1211,urban,2,0.62,45,night,rainy,True,False,evening,False,False,2,0.58
1212,highway,4,0.33,60,dim,rainy,True,True,evening,True,True,2,0.41
1213,highway,2,0.39,35,dim,foggy,False,True,morning,False,False,2,0.26
1214,urban,1,0.74,25,daylight,rainy,True,False,morning,False,False,1,0.33
1215,highway,1,0.62,35,night,clear,False,False,afternoon,True,False,1,0.37
1216,rural,2,0.43,25,daylight,rainy,False,True,morning,False,False,1,0.16
1217,rural,4,0.4,35,dim,foggy,True,False,afternoon,True,False,2,0.22
1218,highway,2,0.04,35,dim,clear,True,True,afternoon,True,True,0,0.03
1219,highway,2,0.39,60,dim,clear,False,False,morning,True,False,0,0.32
1220,rural,1,0.24,25,dim,rainy,True,False,afternoon,False,False,1,0.15
1221,urban,4,0.05,35,dim,foggy,False,False,evening,True,True,1,0.09
1222,highway,4,0.8,25,dim,foggy,False,False,evening,False,True,0,0.32
1223,urban,2,0.15,45,dim,foggy,True,True,evening,True,False,2,0.15
1224,urban,3,0.7,70,dim,foggy,True,True,afternoon,False,False,1,0.43
1225,urban,1,0.06,25,daylight,rainy,True,True,morning,True,False,0,0.15
1226,rural,3,0.35,60,dim,clear,True,False,afternoon,True,False,0,0.35
1227,rural,4,0.42,45,dim,clear,False,False,evening,False,False,1,0.16
1228,urban,4,0.68,45,daylight,rainy,True,True,afternoon,True,True,1,0.36
1229,rural,2,0.02,70,daylight,foggy,False,False,morning,True,False,2,0.3
1230,urban,3,0.35,35,dim,rainy,True,False,morning,False,False,2,0.24
1231,urban,2,0.53,35,night,rainy,True,False,evening,False,False,2,0.53
1232,urban,4,0.58,35,night,foggy,True,True,afternoon,False,False,0,0.49
1233,highway,2,0.09,25,night,clear,False,True,morning,True,False,1,0.24
1234,rural,1,0.55,35,night,foggy,True,True,afternoon,False,False,1,0.47
1235,rural,4,0.31,35,night,clear,False,False,afternoon,False,False,2,0.28
1236,rural,1,0.19,60,dim,clear,True,True,morning,True,True,1,0.2
1237,highway,2,0.54,70,night,clear,True,False,evening,False,False,1,0.55
1238,urban,2,0.74,25,night,foggy,True,True,morning,False,True,0,0.56
1239,urban,3,0.31,35,night,foggy,True,False,evening,False,True,1,0.36
1240,urban,1,0.43,25,night,foggy,True,False,afternoon,True,True,0,0.51
1241,highway,1,0.17,25,night,clear,False,True,afternoon,False,True,1,0.26
1242,highway,1,0.39,45,night,rainy,False,True,morning,False,True,1,0.41
1243,urban,1,0.23,70,dim,rainy,True,True,afternoon,False,True,1,0.37
1244,rural,2,0.72,60,dim,clear,True,False,afternoon,True,False,1,0.4
1245,rural,3,0.5,25,dim,clear,True,True,afternoon,True,False,1,0.18
1246,highway,2,0.36,45,daylight,rainy,True,True,evening,False,True,0,0.18
1247,rural,2,0.74,45,dim,clear,True,False,afternoon,True,False,2,0.27
1248,highway,1,0.32,25,night,foggy,False,True,afternoon,True,True,0,0.47
1249,highway,3,0.97,60,dim,foggy,False,False,afternoon,True,False,0,0.52
1250,highway,2,0.19,45,dim,clear,False,True,afternoon,True,True,1,0.04
1251,highway,4,0.39,25,dim,rainy,True,False,morning,True,True,2,0.27
1252,highway,3,0.31,25,daylight,rainy,False,True,morning,True,True,1,0.19
1253,highway,1,0.81,70,dim,foggy,True,False,morning,True,False,2,0.47
1254,urban,2,0.1,25,dim,foggy,True,True,morning,True,True,1,0.06
1255,rural,4,0.92,35,daylight,rainy,True,False,evening,False,False,2,0.36
1256,urban,3,0.74,25,daylight,foggy,True,False,afternoon,False,False,2,0.3
1257,urban,1,0.43,45,night,rainy,False,True,afternoon,False,True,1,0.38
1258,urban,2,0.47,35,night,rainy,True,False,morning,True,True,1,0.44
1259,highway,1,0.82,25,night,clear,False,True,morning,False,False,0,0.39
1260,rural,1,0.97,60,daylight,foggy,False,True,evening,True,False,1,0.59
1261,highway,3,0.58,35,night,rainy,False,True,evening,True,False,1,0.46
1262,highway,4,0.65,25,dim,foggy,True,False,morning,False,True,1,0.33
1263,highway,3,0.24,60,daylight,foggy,True,True,morning,True,False,0,0.39
1264,rural,2,0.65,45,dim,foggy,True,False,morning,False,True,1,0.32
1265,rural,3,0.97,70,daylight,foggy,False,False,morning,True,False,3,0.7
1266,highway,2,0.7,25,night,rainy,True,True,afternoon,True,False,3,0.65
1267,urban,2,0.74,25,daylight,rainy,True,False,afternoon,False,True,1,0.37
1268,rural,1,0.43,45,night,rainy,True,True,evening,True,False,0,0.45
1269,highway,2,0.26,70,daylight,foggy,False,False,afternoon,False,True,2,0.4
1270,rural,2,0.9,25,dim,foggy,True,True,morning,True,True,1,0.38
1271,urban,4,0.76,60,night,clear,True,False,afternoon,False,False,2,0.64
1272,highway,4,0.52,60,dim,foggy,True,False,evening,False,True,1,0.45
1273,highway,4,0.18,35,dim,foggy,True,False,morning,False,False,2,0.17
1274,rural,1,0.46,35,daylight,clear,False,False,afternoon,False,False,0,0.16
1275,rural,2,0.48,45,daylight,rainy,True,False,afternoon,False,False,0,0.25
1276,highway,4,0.22,35,dim,foggy,True,False,evening,True,True,1,0.15
1277,urban,1,0.75,25,night,foggy,False,False,evening,True,False,1,0.54
1278,highway,2,0.57,60,dim,foggy,True,False,afternoon,False,False,2,0.56
1279,urban,3,0.34,70,daylight,rainy,True,False,morning,True,False,1,0.39
1280,rural,1,0.71,70,night,foggy,False,False,evening,False,False,2,0.71
1281,rural,2,0.17,25,night,clear,True,True,morning,True,False,1,0.28
1282,highway,3,0.38,70,night,rainy,False,True,afternoon,True,False,1,0.69
1283,highway,4,0.07,60,daylight,foggy,False,True,evening,True,True,2,0.35
1284,highway,1,0.03,25,daylight,rainy,False,False,evening,False,False,0,0.08
1285,highway,1,0.82,45,night,foggy,True,False,evening,True,True,0,0.45
1286,rural,3,0.78,45,night,foggy,False,True,evening,False,True,1,0.57
1287,highway,3,0.5,25,dim,foggy,False,True,evening,True,True,1,0.27
1288,urban,1,0.45,70,daylight,rainy,False,True,afternoon,False,True,2,0.45
1289,highway,1,0.16,70,daylight,rainy,False,False,afternoon,False,False,1,0.45
1290,highway,3,0.6,70,night,clear,False,True,morning,True,False,3,0.65
1291,rural,1,0.38,60,dim,clear,False,True,morning,True,True,2,0.21
1292,urban,1,0.89,45,dim,clear,True,False,evening,True,False,1,0.34
1293,highway,3,0.06,35,daylight,clear,True,False,morning,True,False,1,0.06
1294,rural,2,0.03,35,daylight,rainy,False,False,morning,True,False,2,0.16
1295,highway,1,0.01,60,daylight,rainy,True,False,afternoon,True,False,0,0.33
1296,highway,3,0.29,25,dim,rainy,False,False,morning,True,False,2,0.26
1297,urban,3,0.98,60,night,clear,True,True,morning,True,True,4,0.74
1298,rural,3,0.25,70,daylight,clear,False,False,evening,True,True,2,0.29
1299,highway,3,0.43,70,dim,clear,True,False,morning,False,True,2,0.36
1300,rural,3,0.04,60,dim,foggy,False,False,morning,False,True,2,0.33
1301,highway,2,0.78,70,dim,clear,False,False,evening,True,True,3,0.52
1302,urban,3,0.89,45,dim,foggy,False,False,evening,True,True,2,0.38
1303,rural,3,0.81,45,daylight,rainy,False,False,evening,True,True,2,0.32
1304,urban,4,0.24,25,night,clear,True,True,evening,False,False,2,0.13
1305,urban,3,0.25,25,night,rainy,True,True,morning,False,True,1,0.36
1306,rural,3,0.56,70,dim,rainy,False,True,evening,True,False,1,0.53
1307,rural,3,0.49,60,dim,rainy,True,False,afternoon,False,False,1,0.44
1308,rural,1,0.6,70,night,foggy,True,False,afternoon,False,False,0,0.67
1309,urban,3,0.37,45,dim,clear,False,True,afternoon,False,True,2,0.15
1310,highway,3,0.82,45,daylight,rainy,False,False,morning,False,True,1,0.3
1311,rural,2,0.81,70,night,clear,False,True,morning,True,True,2,0.69
1312,highway,4,0.57,25,dim,rainy,False,True,morning,True,True,3,0.43
1313,rural,2,0.7,45,night,clear,True,False,evening,True,False,3,0.63
1314,rural,1,0.38,35,night,clear,True,False,afternoon,True,True,2,0.34
1315,highway,1,0.75,60,daylight,rainy,False,True,morning,False,False,2,0.44
1316,highway,3,0.12,45,dim,clear,False,False,morning,False,False,0,0.07
1317,highway,1,0.77,25,night,rainy,True,True,evening,True,False,2,0.53
1318,rural,4,0.81,35,daylight,clear,False,False,afternoon,False,False,0,0.27
1319,rural,3,0.93,45,night,clear,True,True,afternoon,True,False,1,0.51
1320,rural,3,0.63,70,night,clear,True,True,evening,True,False,2,0.62
1321,rural,3,0.72,25,night,clear,True,False,morning,True,True,1,0.51
1322,highway,3,0.31,35,night,foggy,True,True,morning,True,False,2,0.26
1323,highway,3,0.41,60,night,rainy,False,False,morning,True,False,2,0.63
1324,urban,1,0.29,70,night,clear,False,False,evening,True,True,2,0.45
1325,rural,2,0.95,60,night,foggy,False,False,morning,False,False,3,0.87
1326,rural,4,0.83,70,dim,clear,True,False,morning,True,True,2,0.42
1327,highway,1,0.55,70,daylight,clear,False,True,evening,True,True,1,0.28
1328,urban,4,0.07,25,daylight,rainy,True,True,morning,False,False,2,0.11
1329,rural,1,0.34,45,dim,rainy,False,True,evening,True,True,1,0.12
1330,urban,4,0.7,70,daylight,foggy,False,True,morning,False,False,0,0.48
1331,urban,2,0.52,60,night,foggy,False,False,afternoon,True,True,0,0.68
1332,urban,2,0.32,60,daylight,clear,False,False,morning,False,True,1,0.2
1333,urban,4,0.52,45,night,foggy,False,True,morning,True,True,1,0.44
1334,urban,1,0.65,70,daylight,foggy,False,False,morning,True,True,2,0.58
1335,urban,4,0.45,70,dim,foggy,False,False,morning,False,False,2,0.33
1336,rural,4,0.33,35,dim,foggy,True,False,evening,True,True,1,0.16
1337,rural,3,0.7,60,daylight,clear,False,True,evening,True,True,0,0.3
1338,rural,2,0.96,25,daylight,rainy,True,True,afternoon,False,True,1,0.36
1339,highway,2,0.22,35,dim,foggy,False,False,afternoon,False,True,2,0.11
1340,highway,1,0.95,25,daylight,foggy,True,False,afternoon,False,False,3,0.47
1341,urban,2,0.84,35,daylight,rainy,False,False,afternoon,True,True,2,0.36
1342,highway,1,0.97,45,dim,clear,False,False,afternoon,False,True,1,0.3
1343,urban,3,0.59,35,night,clear,False,True,evening,False,False,0,0.42
1344,highway,4,0.9,45,daylight,rainy,False,True,morning,True,False,1,0.31
1345,highway,2,0.51,45,night,clear,False,False,morning,False,True,0,0.4
1346,rural,1,0.16,45,daylight,clear,True,False,morning,False,True,0,0.03
1347,highway,2,0.0,25,night,clear,False,False,evening,False,True,0,0.24
1348,urban,1,0.67,60,daylight,clear,True,True,morning,False,False,3,0.56
1349,rural,4,0.33,35,night,rainy,True,True,morning,True,False,1,0.5
1350,highway,3,0.65,60,dim,clear,True,True,afternoon,True,True,1,0.39
1351,highway,3,0.56,70,daylight,clear,False,False,morning,False,True,0,0.3
1352,highway,3,0.59,60,dim,rainy,True,False,morning,True,True,2,0.49
1353,rural,4,0.24,35,dim,rainy,False,True,morning,True,False,1,0.17
1354,highway,3,0.88,25,dim,foggy,False,True,morning,False,True,2,0.38
1355,urban,3,0.04,70,daylight,clear,True,False,afternoon,True,True,0,0.24
1356,highway,4,0.38,35,night,rainy,False,False,morning,True,False,0,0.36
1357,urban,4,0.74,60,night,foggy,False,True,morning,True,True,1,0.71
1358,highway,4,0.73,60,daylight,rainy,True,True,morning,True,False,3,0.6
1359,rural,2,0.57,60,dim,clear,True,True,afternoon,True,True,1,0.4
1360,highway,4,0.51,35,dim,rainy,False,True,morning,False,True,1,0.29
1361,rural,3,0.46,45,daylight,rainy,False,True,evening,True,False,2,0.31
1362,urban,2,0.09,60,dim,clear,True,False,afternoon,False,True,2,0.16
1363,urban,3,0.71,60,dim,foggy,False,True,evening,True,True,2,0.46
1364,rural,1,0.13,25,night,foggy,False,True,morning,False,False,0,0.27
1365,urban,2,0.15,70,daylight,rainy,True,True,morning,False,True,0,0.35
1366,rural,4,0.44,45,dim,rainy,True,True,evening,True,True,2,0.27
1367,rural,2,0.46,45,night,rainy,False,False,morning,True,False,0,0.47
1368,rural,2,0.58,35,daylight,clear,True,True,morning,False,True,1,0.22
1369,urban,1,0.57,45,dim,rainy,False,True,evening,True,True,1,0.23
1370,highway,2,0.09,35,dim,clear,True,True,morning,True,True,2,0.06
1371,highway,1,0.36,70,dim,foggy,False,False,evening,False,False,2,0.34
1372,highway,1,0.71,70,night,foggy,False,True,morning,False,True,0,0.67
1373,urban,2,0.77,60,dim,rainy,True,False,morning,True,True,2,0.51
1374,highway,3,0.36,35,dim,foggy,False,True,afternoon,False,True,2,0.32
1375,urban,2,0.43,70,night,clear,True,True,evening,False,True,1,0.43
1376,urban,3,0.44,70,dim,clear,True,False,afternoon,False,True,0,0.33
1377,urban,3,0.4,45,daylight,clear,True,False,afternoon,True,True,2,0.09
1378,highway,3,0.85,60,daylight,clear,False,False,evening,True,True,1,0.51
1379,highway,2,0.37,45,daylight,foggy,True,True,evening,False,True,2,0.11
1380,highway,2,0.24,60,daylight,rainy,False,False,afternoon,True,False,2,0.41
1381,urban,2,0.51,45,daylight,clear,True,False,afternoon,False,False,0,0.13
1382,highway,2,0.84,45,night,foggy,False,False,morning,False,True,2,0.57
1383,urban,2,0.77,25,daylight,clear,True,True,afternoon,False,True,2,0.28
1384,rural,3,0.06,60,daylight,clear,False,False,morning,True,True,0,0.09
1385,urban,3,0.68,25,dim,rainy,True,False,evening,False,False,1,0.26
1386,urban,3,0.7,70,night,clear,False,True,morning,True,False,2,0.69
1387,urban,1,0.63,35,dim,clear,False,True,morning,True,False,2,0.26
1388,urban,1,0.63,45,night,foggy,False,False,afternoon,False,False,2,0.64
1389,highway,3,0.62,60,night,clear,True,False,evening,True,True,3,0.68
1390,rural,1,0.03,70,dim,foggy,False,False,afternoon,False,False,1,0.29
1391,urban,2,0.64,70,dim,clear,True,False,afternoon,False,True,1,0.36
1392,urban,2,0.41,45,dim,clear,False,False,afternoon,False,False,2,0.07
1393,highway,4,0.08,35,night,foggy,False,False,afternoon,False,True,2,0.37
1394,highway,4,0.42,60,daylight,clear,False,True,morning,True,False,2,0.25
1395,highway,2,0.55,45,dim,rainy,False,True,morning,False,True,1,0.28
1396,highway,4,0.28,45,night,clear,True,True,afternoon,True,True,1,0.3
1397,rural,2,0.39,60,dim,rainy,True,False,morning,False,False,2,0.38
1398,urban,3,0.65,45,night,foggy,False,True,morning,True,True,2,0.47
1399,rural,1,0.07,45,daylight,clear,False,False,evening,True,True,0,0.02
1400,highway,3,0.25,70,dim,foggy,True,False,afternoon,True,True,2,0.36
1401,highway,2,0.19,35,daylight,rainy,True,False,evening,False,False,0,0.16
1402,highway,1,0.93,60,dim,rainy,False,True,morning,True,False,0,0.57
1403,highway,4,0.69,25,dim,foggy,True,False,evening,True,False,0,0.33
1404,rural,4,0.04,45,night,foggy,False,False,morning,False,False,0,0.21
1405,highway,1,0.11,70,daylight,rainy,True,True,morning,False,False,2,0.33
1406,highway,2,0.51,45,dim,clear,True,False,morning,True,True,2,0.17
1407,rural,4,0.14,45,night,foggy,False,True,evening,False,True,1,0.34
1408,rural,2,0.67,45,night,foggy,False,False,evening,False,False,3,0.57
1409,rural,4,0.84,45,night,foggy,False,True,evening,True,False,2,0.59
1410,rural,3,0.97,70,dim,clear,True,False,evening,True,False,1,0.43
1411,rural,3,0.56,25,night,clear,False,True,afternoon,True,True,2,0.32
1412,rural,4,0.95,60,dim,foggy,True,True,afternoon,True,False,1,0.61
1413,rural,2,0.8,60,dim,foggy,False,False,morning,False,True,1,0.51
1414,rural,3,0.91,60,night,clear,True,True,morning,True,False,1,0.66
1415,urban,4,0.83,45,daylight,rainy,True,True,evening,False,True,2,0.37
1416,highway,3,0.58,45,night,foggy,False,False,afternoon,False,True,1,0.36
1417,urban,2,0.73,70,night,clear,True,True,afternoon,False,False,0,0.56
1418,rural,1,0.77,60,night,foggy,False,True,evening,False,False,1,0.73
1419,highway,2,0.34,35,dim,clear,True,False,afternoon,False,True,1,0.01
1420,rural,4,0.27,45,night,foggy,True,False,evening,False,False,1,0.32
1421,urban,1,0.06,35,night,foggy,False,False,evening,False,True,0,0.21
1422,highway,2,0.73,60,daylight,clear,False,True,evening,True,True,2,0.43
1423,rural,3,0.28,35,daylight,rainy,True,True,evening,True,False,1,0.19
1424,highway,1,0.78,45,daylight,rainy,True,False,morning,True,False,2,0.42
1425,urban,1,0.23,35,night,rainy,False,False,afternoon,False,True,0,0.31
1426,urban,1,0.21,45,daylight,clear,False,True,afternoon,False,False,0,0.08
1427,urban,2,0.22,35,night,clear,False,True,morning,False,True,1,0.31
1428,rural,1,0.39,35,dim,clear,False,False,evening,False,True,1,0.21
1429,highway,4,0.95,35,daylight,foggy,True,True,morning,True,False,3,0.43
1430,rural,2,0.48,45,night,rainy,False,True,afternoon,True,True,1,0.44
1431,rural,1,0.58,35,daylight,rainy,True,False,morning,True,False,0,0.25
1432,rural,2,0.74,70,night,clear,True,False,afternoon,False,True,1,0.56
1433,rural,2,0.14,70,dim,foggy,False,True,afternoon,True,False,2,0.32
1434,rural,4,0.97,35,daylight,foggy,True,True,afternoon,True,True,3,0.41
1435,urban,4,0.37,45,night,foggy,True,False,morning,False,True,1,0.38
1436,rural,1,0.62,45,daylight,rainy,False,True,afternoon,False,True,0,0.24
1437,rural,3,0.36,25,night,foggy,True,False,evening,True,False,0,0.36
1438,highway,4,1.0,25,night,clear,False,False,morning,True,False,0,0.46
1439,rural,4,0.4,70,dim,foggy,True,False,morning,True,False,1,0.54
1440,highway,4,0.92,25,dim,clear,True,False,morning,True,False,1,0.35
1441,urban,1,0.31,25,daylight,clear,True,True,evening,True,True,2,0.15
1442,rural,3,0.58,35,daylight,rainy,True,True,evening,False,False,3,0.37
1443,urban,4,0.26,45,night,clear,True,False,morning,True,True,2,0.31
1444,highway,4,0.7,60,daylight,foggy,False,False,afternoon,True,False,0,0.42
1445,urban,1,0.52,45,night,clear,True,False,morning,True,True,1,0.37
1446,highway,3,0.58,45,daylight,clear,True,True,afternoon,False,True,0,0.19
1447,rural,1,0.19,35,dim,clear,False,True,evening,True,True,0,0.07
1448,highway,4,0.7,45,daylight,clear,True,True,morning,True,False,2,0.23
1449,urban,3,0.7,35,night,rainy,True,False,evening,False,False,2,0.55
1450,rural,1,0.78,60,night,clear,True,False,afternoon,False,False,0,0.74
1451,highway,4,0.03,70,daylight,rainy,False,True,morning,True,True,1,0.27
1452,urban,4,0.7,60,daylight,foggy,True,True,evening,False,False,1,0.54
1453,urban,3,0.51,25,daylight,clear,True,False,afternoon,False,False,0,0.15
1454,urban,2,0.41,45,night,clear,True,True,afternoon,False,True,0,0.4
1455,urban,4,0.68,45,dim,rainy,False,True,afternoon,False,True,0,0.28
1456,urban,2,0.25,45,night,rainy,False,False,morning,False,False,0,0.36
1457,highway,1,0.36,70,daylight,foggy,False,False,evening,True,False,1,0.44
1458,highway,2,0.54,45,dim,foggy,True,True,morning,False,True,2,0.21
1459,urban,1,0.16,25,night,rainy,True,True,evening,False,True,1,0.31
1460,highway,2,0.22,25,daylight,foggy,False,False,afternoon,True,False,0,0.17
1461,rural,1,0.03,60,daylight,clear,False,False,afternoon,True,False,2,0.22
1462,highway,2,0.93,25,dim,clear,True,False,morning,False,True,1,0.29
1463,urban,3,0.51,60,daylight,clear,False,False,morning,False,False,0,0.27
1464,urban,1,0.24,70,daylight,foggy,True,False,evening,True,True,0,0.28
1465,highway,3,0.65,35,daylight,rainy,False,False,evening,True,True,1,0.29
1466,rural,2,0.58,45,night,clear,False,False,evening,False,True,1,0.46
1467,highway,3,0.36,25,daylight,foggy,True,False,evening,False,False,2,0.19
1468,rural,1,0.23,25,night,clear,True,False,evening,True,True,2,0.36
1469,highway,4,0.79,35,night,foggy,False,True,afternoon,False,True,2,0.6
1470,highway,3,0.16,35,night,clear,True,False,morning,True,False,1,0.27
1471,urban,3,0.91,70,dim,foggy,False,False,evening,False,False,3,0.67
1472,urban,2,0.66,35,night,foggy,True,True,morning,False,False,2,0.41
1473,urban,4,0.18,60,dim,foggy,False,True,evening,False,False,1,0.39
1474,urban,3,0.51,35,night,clear,False,True,morning,False,False,2,0.34
1475,highway,3,0.58,45,night,foggy,True,True,afternoon,False,True,3,0.56
1476,rural,1,0.66,25,dim,rainy,False,True,afternoon,False,True,2,0.35
1477,urban,2,0.87,45,daylight,clear,True,True,afternoon,False,False,1,0.3
1478,highway,1,0.81,60,daylight,rainy,False,True,afternoon,True,False,3,0.69
